afsosnak,افسوسناڪ
sevyo,سيويو
mankaji,ماڻڪجي
peeandiyoon,پيئنديون
wajhe,وجھي
lehwara,لھوارا
parachitsah,پراچتسه
konah,ڪونه
parayaa,پرايا
ghandia,گهنڊيءَ
bekho,بيکو
aareji,آريجي
mataaran,متارن
khanjia,کنجيءَ
medasani,ميداساڻي
chheriyoon,ڇيريون
karakram,ڪراڪرم
nimanai,نماڻائي
sarsari,سرسري
roheran,روهيڙن
sarmaikar,سرمائيڪار
haee,هاءِ
sekhraat,سيکڙاٽ
ratnan,رتنن
barsalona,بارسلونا
saahwaarana,ساهوارن
yamaneen,يمانين
wikimeniya,وڪيمينيا
nuth,نٿ
humam,حمام
terminal,ٽرمينل
chhankaar,ڇڻڪار
saghary,سگھاري
umlia,عمليءَ
wathandarsandhi,وٺندڙسنڌي
wasia,وسيءَ
tatar,تاتار
roche,روش
nijraan,نجران
europee,يورپي
walia,واليءَ
mazahir,مظاهر
rupya,رپيا
derma,ڊرما
ijaredari,اجاريداري
pahchaejy,پهچائجي
wajnopra,وجنوپرا
hany,هڻي
bacterial,بيڪٽيريل
suleman,سُليمان
chayanwali,چيانوالي
sostan,سوستان
marshila,مارشلا
koparan,ڪوپرن
sopariyoon,سوپاريون
puchyan,پڇين
ansaran,عنصرن
azseer,ازسير
paidawaree,پيداواري
roobdar,روبدار
itreefal,اطريفل
taswaran,تصورن
parten,پارٽين
bingal,بنگال
bulandatreen,بلندترين
golan,گولن
sinklip,سنڪلپ
norri,نوڙي
tabiatoon,طبيعتون
mardnersm,مارڊنرزم
rabwa,ربوا
shangrania,شنگراڻيءَ
gobie,گوبي
sojhia,سوجهيءَ
hazme,هاضمي
misee,مسي
rariyoon,رڙيون
schemic,اسڪيمڪ
rifaah,رفاه
pokheende,پوکيندي
bandiyal,بنديل
muttarif,متعارف
sekhiyat,سيکيت
zartashi,زرتشي
tageen,تگين
wermadiyo,ورماديو
caloon,ڪالون
pojan,پوجن
baah,باھ
khahaan,خواهان
siron,سرون
paks,پڪس
padra,پڌرا
hikirani,ھڪڙن
puhchandaran,پهچندڙن
nokeli,نوڪيلي
nagram,ناگرام
alghazali,الغزالي
saanga,سانگا
farishbandia,فرشبنديءَ
perhaji,پڙهجي
wedh,ويڙھ
ihl,اهلِ
jawar,جوار
jeon,جوڻ
arjanteena,ارجنٽينا
hooni,هوني
homiyo,هوميو
daaniro,دانرو
nawabzadyoun,نوابزاديون
grahakan,گراهڪن
natingham,ناٽنگھم
scaling,اسڪيلنگ
hakandi,هيڪاندي
beean,ٻيئن
bakhtyarpur,بختيارپور
christie,ڪرسٽي
garmani,گرماڻي
hamarcho,همرچو
our,اور
dileeranah,دليرانه
iniam,انعام
laadaa,لاڏا
haseenyat,حسينيت
bhareendyas,ڀرينديس
perhai,پرهي
guntang,گنتنگ
kargazia,ڪرگزيءَ
efreekan,ايفريڪن
kinrad,ڪنراڊ
basharat,بشارت
dhilo,ڍلو
chebo,چيبو
maandal,مانڊل
dharsiya,ڌرسيا
tapayo,تپايو
borchekhani,بورچيخاني
dothi,ڏوٿي
tayiaar,تیار
lindsweir,لنڊسويئر
nojwani,نوجواني
vidali,وڊالي
nandhojadanhan,ننڍوجڏنهن
choote,چوٽ
maidam,ميڊم
kadheno,ڪڍڻو
wejhraep,ويجهڙائپ
rosiyot,روسيوٽ
pukjtiyoon,پختيون
ghurandi,گهرندي
lasaani,لساني
ghatebi,گهٽبي
papliyen,پاپلين
niyaniyoon,نياڻيون
weharan,ويهارڻ
muqran,مقرن
degdo,ديڳڙو
chubhander,چڀندڙ
boria,ٻوڙيءَ
cothesium,ڪوٿيزيم
humayoon,همايون
boreenda,ٻوڙيندا
kashati,ڪشتي
teeharo,ٽيهارو
gudia,گڏيا
ghaneen,گهڻين
malhee,مالھي
optics,آپٽڪس
ositaeen,اوسيتائين
chatarlekha,چترليکا
sachopacho,سچوپچو
shabad,شبد
romaniyo,رومانيو
brhamannan,برهمڻن
batarfan,ٻطرفن
dewtaain,ديوتائن
oas,اوس
aoondha,اونڌا
sofea,صوفيءَ
sanjogi,سنجوڳي
depresso,ڊپريسو
alaqa,علاقا
chapaendar,ڇپائيندڙ
jhoone,جهوني
bulbulan,بلبلن
fokal,فوڪل
munhunjo,منھنجو
kodeen,ڪوڏين
ghadann,گهڙڻ
tarkanda,ترڪندا
py,پائي
boreende,ٻوڙيندي
eriksson,ايرڪسن
commuter,ڪميوٽر
yakja,يڪجا
inheea,انھيءَ
taryaq,ترياق
wejah,ويجها
zikri,ذڪري
jeo,جيو
hamrae,همراءِ
deaf,ڊيف
lest,ليسٽ
staaf,اسٽاف
degreea,ڊگريءَ
qalbi,قلبي
malshan,مالشن
bhaneji,ڀاڻيجي
assemblian,اسمبلين
rimal,رمل
dewaqamat,ديوقامت
bhendi,ڀينڊي
thahoko,ٺاهوڪو
wonted,وانٽيڊ
golhee,ڳولھي
musebtan,مصيبتن
wejheen,ويجهين
bachari,بچاري
bulalani,بلالاڻي
pakhan,پکڻ
mevi,ميوي
muft,مفت
mafoolia,مفعوليءَ
ruks,رڪس
sachanand,سچانند
pedingtan,پيڊنگٽن
empee,ايمپي
jagy,جاڳي
manjhara,منجهارا
mehroomia,محروميءَ
sultanjo,سلطانجو
dighro,ڊگهڙو
hardor,هردوار
naitrojan,نائٽروجن
daahi,ڊاهي
charhyal,چڙھيل
chhigaa,ڇڳا
sharaf,شرف
phanos,فانوس
aljabra,الجبرا
sethiya,سيٿيا
bheniyoon,ڀيڻيون
magyan,ماڳين
laran,لڙڻ
uf,اف
broteen,بروٽين
bhagiyo,ڀاڳيو
ayr,ايئر
shafqat,شفقت
darjeband,درجيبند
jhalaende,جهلائيندي
instruction,انسٽرڪشن
scripts,اسڪرپٽس
khanani,خاناڻي
dhubin,ڌٻڻ
saraekya,سرائڪيءَ
bashamool,بشمول
oonch,اونچ
thero,ٿيرو
sumhariyo,سمهاريو
tarkhoon,ترخون
machhar,مڇر
sazain,سزائن
ujhamiyal,اجهاميل
pengoliyen,پينگولين
thoni,ٿوڻي
ceyan,ڪئين
werjaial,ورجايل
bulghar,بلغار
daeodi,دائودي
janjha,جانجهه
astabdadi,استبدادي
phirandi,ڦرندي
khothyan,کوٺين
sarkarbedal,سرڪاربيدل
presentation,پريزنٽيشن
irdgerd,اردگرد
aazadanah,آزادانه
manjrayan,مڃرائڻ
sarkardah,سرڪرده
wadhes,وڌيس
yoong,يونگ
dukyaen,ڏکيائين
cherolia,چيروليءَ
aasoniya,آسونيا
khandaqan,خندقن
seholatiyen,سهولتين
zaheeraldeen,ظھيرالدين
ghaeen,گهائين
upradhi,اپراڌي
sins,سنس
buladkar,بلادڪار
hethahiyoon,هيٺاهيون
satkaar,ستڪار
yaning,ياننگ
hepariks,هيپارڪس
khetrani,کيتراڻي
vedan,ويدن
masalhedar,مصالحيدار
charhandiyoon,چڙهنديون
shaharwari,شهرواري
yougandha,يوگنڊا
chirya,چڙيا
damo,دمو
songal,سونگل
kalkata,ڪلڪتا
vighyo,وگھيو
ditter,ڊٽر
bring,برنگ
munadi,منادي
tazyanah,تازيانه
lahaniyoon,لهڻيون
hastyoun,هستيون
galhaendaseen,ڳالهائينداسين
wartaeen,ورتائين
pisho,پشو
sabajharo,سٻاجهڙو
farig,فارغ
keriyal,ڪيريل
tarshool,ترشول
almalik,المالڪ
kareegar,ڪاريگر
girariyen,گراڙين
chengiz,چينگيز
maskhri,مسخري
shakira,شاڪر
refah,رفاه
wichhayaoon,وڇايائون
americia,آمريڪيءَ
kachori,ڪچوري
aljazair,الجزائر
jaremah,جريمه
standardization,اسٽينڊرڊائيزيشن
helmite,هيلمٽ
wajari,وڄڙي
cheriyal,چيريل
meriam,مريم
galhaye,ڳالهائي
chhaniyal,ڇاڻيل
bootan,بوٽن
jhukaen,جهڪائڻ
phurtaia,ڦڙتيءَ
bhawana,ڀوانا
tehseen,تحسين
hidaytai,هدايتي
ghariyal,گهاريل
galapagos,گيلاپاگوس
bhaepiyoon,ڀائپيون
vadhae,وڌائي
pensalwania,پينسلوانيا
wadhayaoon,وڌايائون
distributory,ڊسٽريبيوٽري
musjadraja,مسجدراجا
muashray,معاشري
daairan,دائرن
sujawati,سجاوٽي
hameerkiyoon,حميرڪيون
altalbeen,الطالبين
prodeseran,پروڊيوسرن
bomeen,بومين
bahbod,بهبود
convergent,ڪنورجنٽ
nekalia,نيڪاليءَ
yoonaka,يوناڪا
daudi,دائودي
harzigoveena,هرزيگووينا
anmandaeti,اڻمندائتي
wirhandas,وڙهندس
nezn,نيزن
kroho,ڪرهو
thaphin,ٿاڦڻ
aklikah,اڪلڪه
waero,وائڙو
kandhan,ڪنڌن
joktab,جوڪتاب
baia,ٻائيءَ
wasilan,وسيلن
warjayal,ورجايل
maumori,معموري
anqarah,انقره
ramzoon,رمزون
goleef,گوليف
moazzam,معظم
charbedar,چرٻيدار
netoon,نيتون
cheech,چيچ
human,هيومن
mobal,موبل
wakeel,وڪيل
safarnaaman,سفرنامن
rashotkhor,رشوتخور
bhaeti,ڀائيٽي
lozani,لوزاني
farlo,فرلو
mutaqidmeen,متقدمين
punic,پيونڪ
buzrag,بزرگ
mont,مونٽ
kantrez,ڪنٽريز
bukyoun,بڪيون
waresan,وريسن
melhoram,ميلهورام
afla,افلا
rahmanah,رحمانه
karkhani,ڪارخاني
raanak,رانڪ
hathyarband,هٿياربند
sersa,سيرسا
francecy,فرانسيسي
ghereen,گھيرين
airmarshal,ايئرمارشل
yaqooti,ياقوتي
karbani,ڪارباني
nooratri,نوراتري
homiyopethi,هوميوپيٿي
fanjai,فنجائي
bachaeendyas,بچائينديس
disi,ڏسي
kamaaeendo,ڪمائيندو
bakhshaen,بخشائڻ
saarha,ساڙها
chawarai,چورائي
tor,طور
fardosiah,فردوسيه
cortonist,ڪارٽونسٽ
bhaloch,ڀلوچ
kewrechos,ڪيوريچوس
sahafeea,صحافيءَ
kadhjy,ڪڍجي
fena,فينا
dothyuna,ڏوٿين
walaryaeen,والاريائين
maarae,مارائي
albeza,البيضا
mahria,مهريءَ
kharasani,خراساني
sharelanka,شريلنڪا
rikardings,رڪارڊنگس
makrimah,مڪرمه
desa,ديسا
nuqad,نقد
kharchiya,خرچيا
abduldaliyal,عبدالدليل
zoological,زولاجيڪل
qazqistan,قازقستان
ujdee,اُجڙي
rabna,ربنا
folani,فولاني
polap,پولپ
chokia,چوڪيءَ
ghario,گھرايو
chahe,چاهي
thoonga,ٺونگا
norambarg,نورمبرگ
dehara,ڏھاڙي
jonie,جوڻي
jalawatneen,جلاوطنين
khotrayo,کوٽرايو
tehjad,تهجد
birhamen,برهمڻ
zahni,ذهني
suthaiy,سٺائي
direction,ڊائريڪشن
joraenda,جوڙائيندا
poojin,پوڄڻ
hansyasi,هنسياسي
danishgahan,دانشگاهن
maarjann,مارجڻ
hik,هك
tifrehi,تفريحي
washnoa,وشنوءَ
mangia,منگيءَ
uricity,يورسٽي
zaed,زائد
utaan,اُتان
alfatoh,الفتوح
chamandiyoon,چمنديون
projact,پروجيڪٽ
jobdaran,جوبدارن
runs,رنس
moryo,موڙيو
sansani,سنسني
jagrafi,جاگرافي
maolood,مؤلود
lehran,لھرن
gundh,ڳنڍ
tunhaai,تنهائي
oadko,اوڏڪو
pakhtgi,پختگيءَ
bunano,بنائڻو
ratnakiseen,رتناڪسين
sinfoon,صنفون
lodho,لوڙهو
vicholiyoon,وچوليون
alwaaizeen,الواعظين
kalachia,ڪلاچيءَ
wawalenth,واولينٿ
pohchayo,پهچايو
hakjhraey,هڪجهڙائي
chhenhro,ڇينهرو
leegi,ليگي
sataipa,سٽائپا
princetan,پرنسٽن
centhry,سينٿري
balo,ڀلو
agwat,اڳواٽ
sajaya,سجايا
khatyan,کٽين
afganiyan,افغانن
sochiyen,سوچين
ashking,اشڪنگ
alimentary,ايليمينٽري
jajak,جاجڪ
bandikhane,بنديخاني
vadhando,وڌندو
lazaar,لازار
monjharo,مونجهارو
baeed,بعيد
sabhki,سڀڪي
dhaat,ڍاٽ
gunanan,گنانن
awazoon,آوازون
hosa,هوسا
guchandar,گچندڙ
haqiqia,حقيقيءَ
dindo,ڏندو
aalima,عالمه
parhayo,پڙھايو
sirkitan,سرڪٽن
sonharo,سونهارو
miser,مصر
gutland,گٽلينڊ
udba,اڏبا
beehe,بيھي
masalehe,مصالحي
kaghani,ڪاغاني
hethal,هيٺل
maalikyool,ماليڪيول
findan,فنڊن
chayion,چيون
alsafra,الصفرا
singdal,سنگدل
almominiyen,المومنين
malkah,ملڪه
ghataee,گھٽائي
shabehah,شبيهه
tamaak,تماڪ
muhandi,مهندي
zaref,ظريف
aishat,عائشة
gromeeko,گروميڪو
dilawez,دلاويز
taklefon,تڪليفون
miralia,ميراليءَ
nesingbi,نيسنگبي
nipni,نپني
gayk,گائڪ
luchheram,لڇيرام
aadesi,آديسي
waythyu,ويٺيون
perse,پرسي
yarib,يارب
gorbandi,گوربندي
mamiran,مامرن
muhkimat,محڪمات
bukando,بڪندو
paalinder,پاليندڙ
seraf,سيراف
farhanj,فرهنج
mishnan,مشنن
somaleland,سوماليلينڊ
wazahtoon,وضاحتون
ladhyoon,لڌيون
anjo,انجو
puhchaain,پھچائڻ
sakirandi,سڪرنڊ
inerji,انرجي
sodhun,سوڍن
khilandiyoon,کلنديون
berthold,برٿولڊ
khanandar,کڻندڙ
sordas,سورداس
teseen,تيسين
khezran,خيزران
galiforms,گيليفارمز
anayatan,عنايتن
mutarjim,مترجم
gidleen,گدلين
behbud,بهبود
bulbus,بلبس
maarayoon,مارايون
ismeblia,اسميبليءَ
porz,پورز
tarshah,ترشه
nooranbi,نورنبي
paniyalo,پنيالو
profael,پروفائيل
dhamako,ڌماڪو
jeenro,جينرو
lateefiyat,لطيفيات
khairabad,خيرباد
wahandad,وھندڙ
af,اف
waslim,وسلم
burayan,براين
shughlan,شغلن
samjhooto,سمجھوتو
ornach,اورناچ
darhyun,ڏاڙهيون
riyazeedan,رياضيدان
banawatoon,بناوٽون
nibalo,نبالو
mehanga,مهانگا
gonagoniyat,گوناگونيت
kawatir,ڪواٽر
panhenji,پنهنجي
foladi,فولادي
vostrlian,آسٽريلين
kotahia,ڪوتاهيءَ
khuwani,خواني
hamthayaoon,همٿايائون
mohen,موهين
alwarez,الواريز
wisami,وسامي
malaay,مالي
rahdaria,راهداريءَ
phokbiyoon,ڦوڪبيون
gongha,گونگها
wandraendyoun,وندرائينديون
aggro,اڳرو
khachri,کچڙي
golji,ڳولجي
gumar,گمار
dallaran,ڊالرن
kakad,ڪاڪڙ
ghiree,گھڙي
bangwar,ڀنگوار
hardhat,هرڌات
misree,مصري
tori,ٽوڙي
bachno,بچڻو
mukhtiyakar,مختياڪار
alhazan,الحزن
tahrek,تحريڪ
kameshnoon,ڪميشنون
yenron,ايران
herodotus,هيروڊوٽس
dooh,ڊوهه
mafhum,مفھوم
gusaen,گسائڻ
kamaetbo,ڪمائتبو
labhandar,لڀندڙ
ughariyoon,اگھاڙيون
ughaendo,اگهائيندو
sumhi,سمهي
sidiquea,صديقيءَ
bagary,بگاڙي
almalazim,الملازم
faraz,فراز
puren,پرڻ
romanos,رومانوس
published,پبلشڊ
bhagaa,ڀاڱا
mazahan,مزاحن
uklae,اُڪلائي
rotan,روٽن
eboli,ايبولي
beljeen,بيلجين
sathnan,سٿڻن
caam,ڪام
gadae,گدائي
nuclassici,نيوڪلاسيڪي
officials,آفيشلز
wenland,وينلينڊ
moonjh,مونجھ
centable,سينٽيبل
rasandeen,رسندين
nooristaniyen,نورستانين
gallery,گيلري
bharpasan,ڀرپاسن
beharano,بيهارڻو
rasaniyo,رساڻيو
alternate,الٽرنيٽ
gejhee,ڳجھي
namoone,نموني
tewafat,تيوفات
milandasein,ملنداسين
dahoon,ڏهون
wilachiya,ولاچيا
matilia,ماتليءَ
babo,بابو
aljamiah,الجميعه
abdulsalyam,عبدالسليم
khilabaz,خلاباز
samkaar,سمڪار
tambo,تنبو
shayerie,شاعريءَ
parghor,پرگهور
dewayaeea,ديويائيءَ
nizamano,نظاماڻو
fahmeeda,فهميده
festo,فيسٽو
sarojani,سروجني
bhagria,ڀڳڙيءَ
hajitan,حاجتن
stek,اسٽيڪ
bordan,بورڊن
ehran,اھڙن
ekehehh,ايڪيهه
barhard,برهرد
sataabi,ستابي
arejaa,آريجا
mandila,منڊيلا
nawabadkaran,نوآبادڪارن
kashli,ڪشلي
hilandyoun,هلنديون
angistano,انگستانو
huniyaeens,هنيائينس
phokoon,ڦوڪون
dheeaan,ڌيئان
kyoti,ڪيوٽي
saputu,سپوت
dhashatgardia,دهشتگرديءَ
ulhande,الهندي
arooj,عروج
menghwaran,مينگهواڙن
donal,ڊونل
pakran,پڪڙڻ
ghariro,گھرڙو
grawat,گراوٽ
noshangyan,نوشنگين
jalib,جالب
budhaendo,ٻڌائيندو
jhadi,جهادي
gred,گريڊ
chonro,چونرو
trustan,ٽرسٽن
ochai,اوچائي
factoryoun,فيڪٽريون
samdrop,سمدروپ
zinjbari,زنجباري
muqpoon,مقپون
fatahh,فاتحه
gachha,ڳڇا
chhuhandar,ڇهندڙ
sindhesh,سنديش
burbel,بربل
dargazri,درگذري
leberkalooni,ليبرڪالوني
engineered,انجنيئرڊ
bagharia,بلغاريه
puthee,پُٺي
sarshareen,سرشارين
purtigaal,پرتگال
uchhlaendo,اڇلائيندو
double,ڊبل
bartanivi,برطانيوي
dekhae,ڏيکائي
tiski,ٽسڪي
purtagali,پرتگالي
istahkaam,استحڪام
farishbandi,فرشبندي
chhiri,ڇيڙي
utrat,اترت
disks,ڊسڪس
baahreen,ٻاهرين
behoshia,بيهوشيءَ
benjuman,بينجمن
sababan,سببان
jonejo,جوڻيجو
displi,ڊسپلي
sorhi,سوڙهي
krischen,ڪرسچن
khazriyoon,خضريون
barayaeen,ٻارايائين
flets,فليٽس
chatnechatni,چٽڻيچٽڻي
sobhare,سوڀاري
commissioneran,ڪمشنرن
parin,پرڻ
abarlat,عبارلت
karkardagi,ڪارڪردگي
qomo,قومو
rehri,رهڙي
sahafee,صحافي
chirwag,ڇڙواڳ
strickland,اسٽرڪلينڊ
hesae,هيسائي
khy,کـي
tikiyal,ٽڪيل
baroda,بڙودا
maarooaran,ماروئڙن
kohyaar,ڪوهيار
auguste,آگسٽ
gajia,گجيءَ
toliyen,ٽولين
naon,نئون
tilang,تلنگ
laatia,لاٽيءَ
istiqam,استقام
rori,روڙي
baasalaahiyat,باصلاحيت
mutwafi,متوفي
aishari,اعشاري
ogo,اوگو
kanyakmari,ڪنياڪماري
takmel,تڪميل
sote,سوٽي
phhet,ڦيٽ
converter,ڪنورٽر
nazarpoor,نظرپور
kaweda,ڪويدا
adawati,اڏاوتي
utaon,اُتان
khameeso,خميسو
manmister,مانمسٽر
maktabo,مڪتبو
tarazia,تارازيءَ
chhapiyal,ڇاپيل
karoso,ڪروسو
chamkaat,چمڪاٽ
scii,سڪي
khilandar,کلندڙ
dadhyan,ڏاڍين
secyolar,سيڪيولر
ghongat,گهونگٽ
jagirdaran,جاگيردارن
tabiu,تابع
arwali,اروالي
maania,مانيءَ
mandate,مينڊيٽ
aspatalan,اسپتالن
jumo,جمعو
urneversitya,يورنيورسٽيءَ
israilan,اسرائيلن
brhmo,برهمو
wahnato,وهنتو
sahbatoon,صحبتون
premium,پريميم
weraeti,ورائتي
mekar,ميڪر
abadatgah,عبادتگاه
halwaan,حلوان
siphai,سپاھي
jawaen,جوائن
changaeen,چڱائين
sikanjbeen,سڪنجبين
taaam,طعام
daalir,دالر
kaldaneen,ڪلدانين
damjali,دمجلي
piyara,پيارا
gonbz,گنبذ
guleshrai,گليشرائي
manaziro,مناظرو
waqtan,وقتن
randiki,رانديڪي
baghidadi,بغدادي
tareeqekar,طريقيڪار
daadho,ڏاڍو
halqa,حلقه
rawayatoon,روايتون
likhrai,لکرائي
parhnda,پڙھندا
sanchee,سانچي
bozdag,بوزدگ
dhaek,ڌائڪ
banheen,ٻانهين
sujata,سڃاتا
tamamis,تمامس
comondo,ڪمانڊو
taapa,ٽپا
tukker,ٽڪر
physio,فزيو
aeli,اعلي
ujhan,اجهن
jorask,جوراسڪ
alberch,البرچ
paraheenda,پڙهائيندا
vajat,وڄت
kolloon,ڪولون
agbharayoun,اڳڀرايون
waseea,وسيع
wachhaey,وڇائي
mandraj,مندرج
israili,اسرائيلي
dinosar,ڊائنوسار
sampadik,سمپادڪ
piyam,پيام
chamkandaran,چمڪندڙن
soam,سوم
mileendo,مليندو
fasaahat,فصاحت
mahableshwar,مهابليشور
farsat,فرست
austro,آسٽرو
takhleqan,تخليقن
sargoda,سرگودا
senwar,سينور
garkaen,ڳڙڪائڻ
letayo,ليٽايو
regulation,ريگيوليشن
kamrade,ڪامريڊ
alarab,العرب
mehjo,مهجو
basforce,باسفورس
khajia,کجيءَ
frenchise,فرنچائز
tear,ٽيئڙ
charoon,چارون
carpooling,ڪارپولنگ
ubhrandiyoon,اڀرنديون
yaddashtoon,يادداشتون
wadran,وڏڙن
kofia,ڪوفيءَ
monism,مونزم
kashyoun,ڪشيون
bharoz,بهروز
naathen,ناٿن
vehare,ويهاري
darhuna,ڏاڙهونءَ
dollars,ڊالرز
feminia,فيمنيا
warhyeh,ورھيه
hajweh,هجويه
wingo,ونگو
eriyen,ايرين
hemberg,ھيمبرگ
soor,سُور
gulokarh,گلوڪاره
saheba,صاحبا
dhagi,ڍڳيءَ
mulaziman,ملازمن
puhchandiyoon,پهچنديون
zabto,ضابطو
firak,فراق
tanwaroon,تنوارون
muhlaan,محلان
overkazey,اورڪزئي
renaldi,رينالڊي
gheramkani,غيرامڪاني
dianosis,ڊائنوسس
lapai,لپائي
hoshmandia,هوشمنديءَ
baazan,بازن
ameeri,اميري
dighan,ڊگھن
wejhaen,ويجهائڻ
latar,لتاڙ
dighriyoon,ڊگهڙيون
dhamkan,ڌمڪن
markandar,مرڪندڙ
saroaat,سروعات
qismeen,قسمين
pejoon,پيڄون
gawahiyoon,گواهيون
beliyen,ٻيلين
darazia,درازيءَ
tameeri,تعميري
sake,سيڪ
panjri,پڃري
chamkeli,چمڪيلي
opji,اوپجي
councillaran,ڪائونسلرن
lahazah,لحاظه
tubha,ٽڀا
buzdili,بزدلي
futace,فيوٽيس
kadhraen,ڪڍرائڻ
akot,اخوت
amrali,امرالي
giryachho,گرياڇو
sodri,سودري
pesfik,پيسفڪ
muqbooliat,مقبوليت
sikhrani,سکراڻي
chanah,چنه
magnite,ميگنائيٽ
chhehi,ڇيهي
nigrezi,نگريزي
daryau,درياءُ
masheer,مشير
tharael,ٺهرايل
vesta,ويسٽا
parmari,پرماري
dahkar,ڏهڪار
werhaejo,ورهائجو
milaejan,ملائجن
almaha,علماءَ
samarjiat,سمرجيت
dakni,ڏاکڻي
kanfransoon,ڪانفرنسون
taghdoombash,تغدومباش
sameerah,ثميره
katliyoon,ڪٽليون
syalkot,سيالڪوٽ
kaktis,ڪاڪٽس
minan,منن
paeea,پائيءَ
muhbatiyen,محبتين
ayoon,آيون
vision,ويزن
sudhanat,سڌانت
machando,مچندو
dhariye,ڌاريي
nigahbaan,نگهبان
kalyara,ڪليارا
jaswati,جسوتي
abdalshal,عبدالشال
kareegreea,ڪاريگريءَ
chapthra,چپٿرا
ghermaroj,غيرمروج
satyaloka,ستيالوڪا
suryaman,سُريمن
alakhlaq,الاخلاق
awamah,عوامه
kheni,ڪهڻي
basnati,بسنتي
edmoniya,ايڊمونيا
toxic,ٽاڪسڪ
khushbuan,خوشبوئن
burand,برانڊ
menhetan,مينھيٽن
kilometers,ڪلوميٽرز
shahyaro,شاھيارو
bhogan,ڀوڳن
kafoori,ڪافوري
badhandar,ٻڌندڙ
silsili,سلسلي
plajeri,پلاجيري
kayali,ڪيالي
alqayom,القيوم
laado,لاڙو
fazal,فاضل
kalamoor,ڪالامور
vichhaeyoon,وڇائيون
musqif,مسقف
nishasat,نشاست
bootiyen,ٻوٽين
pathaari,پاٿاري
shanzo,شنزو
hadsho,حادثو
apeloon,اپيلون
functions,فنڪشنس
qasas,قصاص
tisanif,تصانيف
rohani,روحاني
debli,ديبلي
latje,لٽجي
lehjo,لهجو
kemikal,ڪيميڪل
barania,ٻاراڻيءَ
corneverse,ڪارنيورس
republikoon,ريپبلڪون
doheh,ڊوهه
pagharan,پگهارن
lightical,لائٽيڪل
simath,سمٿ
aksae,اڪسائي
menonite,مينونائيٽ
likhyatoon,لکيتون
aaghjabadi,آغجابادي
tarekhwar,تاريخوار
tekniki,ٽيڪنيڪي
shoarn,سوئرن
setin,سيٽن
muhaya,مھيا
tangho,تانگهو
pohan,پوهڻ
likhu,لکُ
jorhiyal,جوڙهيل
wathee,وٿيءَ
chokedari,چوڪيداري
bottom,باٽم
adaegi,ادائگي
chareh,چاڙهه
hulio,هليو
obharande,اوڀرندي
takrareefobapara,تڪراريفوباپارا
darwazi,دروازي
dahesar,ڏهيسر
tamheed,تمھيد
kelaghi,ڪيلاگهي
eurolatheum,يوروليٿيم
lapaat,لپاٽ
pemaesh,پيمائش
samjhaan,سمجهان
astahkam,استحڪام
muhqaqeen,محققين
asryal,اسريل
misaih,مسيح
hayatyati,حياتياتي
hamdardiyoon,همدرديون
walmeira,والميئرا
lanwaare,لنواري
ababeelan,ابابيلن
tanhian,تنهين
liberarye,لئبرريءَ
jamrat,جمرات
jorno,جوڙڻو
kjhongariendo,جهونگاريندو
saeen,سئين
numaen,نمائڻ
riyazeedanan,رياضيدانن
ubhon,اُڀن
baalbek,بالبيڪ
shahrahe,شاهراهه
haqiqi,حقيقي
lachman,لڇمڻ
alsobai,الصوبائي
narsangh,نرسنگهه
tapri,ٽپري
mussavidan,مسودن
charoag,ڇڙواڳ
kalaraki,ڪلارڪي
bobna,بوبنا
waldeen,وادين
jhalando,جهلندو
warfare,وارفيئر
werza,ورزا
ddothyuna,ڏوٿين
jhoola,جهولا
malhayoon,ملهايون
ganpiyokari,ڳڻپيوڪري
aghr,اڳرا
roniyo,رونيو
senturate,سينچوريٽ
botyan,ٻوٽين
cenema,سينيما
maardaan,مردان
khikometar,کڪوميٽر
walsham,والشام
gental,جينٽل
dilmurad,دلمراد
thahkindar,ٺهڪندڙ
choti,چوٽيءَ
thalhee,ٿلھي
rahgiran,راهگيرن
pakhriyoon,پکڙيون
helojan,ھيلوجن
hoshiyarpori,هوشيارپوري
qafya,قافيا
saobatoon,صعوبتون
wiski,وسڪي
kohat,ڪوهاٽ
rorka,روڙڪا
agoonyan,اڳوڻين
manjyo,مڃيو
maahiyoon,ماهيون
razakhani,رضاخاني
sujhi,سُجهي
saange,سانگي
chhachhri,ڇاڇڙي
mashgooliyat,مشغوليت
pazeto,پازيٽو
etlatik,ايٽلاٽڪ
rodhramadyavi,روڌراماديوي
usran,اسرڻ
kargahoon,ڪارگاھون
sanha,صنعان
maareshiyas,ماريشيس
butz,بٽز
oajhal,اوجهل
likhliyal,لکليل
kankiyo,ڪانڪيو
saariyen,ساڙين
edition,ايڊيشن
seheriyal,سهيڙيل
pletoon,پليٽون
watji,وٽجي
meheni,مهيني
brhanpoor,برهانپور
muskarai,مسڪرائي
wayaseen,وياسين
blomington,بلومنگٽن
garyo,گريو
dhukaey,ڍڪائي
pankhan,پنکن
nizami,نظامي
wastedari,واسطيداري
applection,اپليڪشن
mulaa,مُلا
phhulhaji,ڦلهجي
jhalee,جهلي
vhandar,وھندڙ
techniques,ٽيڪنيڪس
naira,نعره
udhman,اڌمن
chaariyo,چاڙھيو
badshahiyoon,بادشاهيون
warhagho,ورهاڱو
fasid,فاسد
khaendaran,کائيندڙن
parsatia,پرستيءَ
hakrai,هيڪڙائي
waryasiyoon,وارياسيون
khushgwari,خوشگواري
rupyan,روپين
