frental,فرنٹل
alfiyaz,الفیاض
ajab,عجب
kishaaf,کشاف
modiyas,مودیس
karnuq,کرنُک
danisho,دانشو
tewsi,توسیٖع
mansher,منشر
lafez,لفٕظ
romaz,رومز
tshope,ژھۄپہ
wedni,ودٕنۍ
sazishon,سازشوں
masterma,ماسٹرما
okeempo,اوکیمپو
varvaj,ورواج
bamlalothra,بملالوتھرا
chemicals,کیمیکلس
toluq,تولق
dechne,دٔچھنہِ
tulren,تُلرٮ۪ن
hezer,خٲطرٕ
namrad,نامراد
parmanjammad,پرمنجمد
sarhado,سرحدو
timy,تٔمۍ
ikhtetemi,اِختتٲمی
zeeras,زیرس
eletromagnetic,الیٹرومیگنیٹک
kahakehtemam,کہاکہتمام
liyaprogram,لیاپروگرام
safrek,سفرک
darling,ڈرلنگ
diyahi,دیاہی
mutasirhojati,متاثرہوجاتی
kakapora,کاکاپورا
shakhsiyatuq,شخصیتُک
tanasakh,تناسخ
behnevit,بیٚہنٲوِتھ
community,کمیونٹی
vachhi,وَچھہِ
bemer,بیمٲرۍ
patol,پٹول
layajas,لایاجس
siwapas,سیواپس
muqaable,مقابلٕہ
alsetehkin,الستحقین
fikras,فکرس
bansal,بانسل
packaged,پیکیجڈ
satgoro,ستگورو
afsarayas,افسرایس
aayid,عاید
parwazchodhri,پروازچودھری
vuchmit,وُچھمٕتۍ
aesas,ٲسَس
dastaarak,دستارک
chasm,چسم
taabo,تابو
laarya,لاریا
shandargojri,شاندارگوجری
veyes,وٲیٔس
ishtel,اشتل
wazeerbhi,وزیربھی
begrovukh,بٲگرووُکھ
mojudgi,موجوٗدگی
batwa,بٹوا
madwa,مدوا
bargashte,برگشتہ
traawe,تراوٕ
roztak,روزتک
badshas,بادشاہس
apnanahongi,اپناناہونگی
funkashan,فنکشن
andreh,انٛدرٕ
shamra,شامرا
loli,لولٕہ
zaminas,زمیٖنس
perthani,پرٛتھنہٕ
harhotel,ہرہوٹل
waforjazbaat,وفورجذبات
hazaaron,ہزاروں
saibane,سایِبانہٕ
paltat,پلٹت
iskeefiyat,اسکیفیت
pardoman,پردومن
kehindustan,کیہندوستان
kamzooree,کمزوری
valaho,والاہو
gavshalon,گاوشالوں
kawapretoz,کواپریٹوز
wethan,وٮ۪ٹھان
maanat,مانت
alhabni,الحبنی
khokh,کھوکھ
diljemayi,دلجمعی
painlest,پینلسٹ
alaajaat,علاجات
osud,اوسوٗد
hophur,ہوفُر
parjaldi,پرجلدی
extension,ایکسٹینشن
leykhun,لیکُھن
wangno,وانگنو
epidemiologists,ایپیڈیمیولوجسٹس
diyaja,دیاجا
niyazmandi,نیازمندی
jeya,جیا
vaane,وانہ
trenarz,ٹرینرز
tranambo,ترنمبو
tarkishastri,ترکشاستری
dorashtriya,دوراشٹریہ
karnew,کرنوو
kirdaar,کِردار
chandramarmon,چندرمرمون
istimaale,استعمالہٕ
rajendroj,راجندروج
bigang,بگانگ
mafardaat,مفردات
zojila,زوجیٖلا
balna,بلنا
restriktarang,ریسٹرکٹرنگ
gumand,گُمنڈ
karnawnuk,کرناونُک
karnahotah,کرناہوتاہ
dastanas,داستانَس
internationalist,انٹرنیشنلسٹ
saped,سَپدٕۍ
aalim,عٲلم
parjo,پرجو
taqribachaliyas,تقریباچالیس
tabqen,طبقن
dastano,داستانو
parampaal,پرمپال
destribution,ڈسٹریبیوشن
kamishnero,کمشنرو
sakaaw,سکاو
parmakh,پرمکھ
kehof,کہوف
thaama,تھاما
chadyaghar,چڑیاگھر
monsha,مونشاہ
gos,گوس
radhaswami,رادھاسوامی
pethran,پٲتھرن
hayaatas,حیاتَس
padaf,پدف
tarqiban,ترکیٖبن
chhalaang,چھلانگ
panjrar,پنجرار
badhyal,بڈھیال
muljana,ملجانا
dafterveeran,دفترویران
orkorna,اورکورنا
tasinden,تسٕندٮ۪ن
metsravne,مُژراونہٕ
trangla,ترنگلا
agran,اگرن
futrevith,پھُٹرٲوِتھ
safarjari,سفرجاری
waqtuk,وَقتُک
milnaavni,مِلناونہٕ
gatshen,گژھن
hechneche,ہیٚچھِنٕچہِ
mulato,ملاتو
myaan,میان
thaph,تھپھ
mulaamiyan,ملامین
wunmut,ووٗنمُت
pashwari,پشوری
hake,ہکہٕ
badaan,بڈان
aarnamber,آرنمبر
manes,منس
baven,باوٕنۍ
toraa,تورا
doctorpamyla,ڈاکٹرپامیلا
alpanech,الپنچ
trawte,ترٛاوتہٕ
jarnalzam,جرنلزم
sehresehra,صحراصحرا
paigemberane,پیغمبرانہ
torang,تورنگ
itefaaq,اِتفاق
goadniki,گۄڈنٕکہِ
mantraat,منترات
banapata,بناپاتا
klort,کلورٹ
venesa,ونیسا
jawano,جوانو
jarede,جریدٕ
mazdurawarmadaras,مزدوراورمدارس
infect,انفیکٹ
wunun,وُنُن
mantaz,منتاز
priyash,پریاش
ikhleqee,اِخلٲقی
malwal,مالوال
beyaanas,بیانَس
panjeras,پنجٛرس
koronamisbat,کورونامثبت
baegran,بٲگرن
tedaadaab,تعداداب
tawat,تاوت
peisa,پیسا
rech,رٔچھ
mukhalfatib,مخالفتب
warihas,واریَہس
parkhawnuk,پرکھاونُک
balatamil,بلاتامل
karkardi,کارکردی
saedervar,سٲدروار
pyekren,پیکرن
faanilne,پھانھلنہٕ
mujasam,مجسم
khagya,کھاگیا
baalo,بالو
degital,ڈجیٹل
tshandeyn,ژھانڈٕنۍ
trustiyon,ٹرسٹیوں
hamaas,حماس
karistaniyon,کارستانیوں
fenkvana,پھینکوانا
raqampandreh,رقمپندرہ
brunmehen,برونٛمہٮ۪ن
bayaanuk,بیانُک
headcoch,ہیڈکوچ
tsharun,ژھارُن
qafas,قافس
bahim,بہم
bamrot,بمروٹ
imperiyal,امپیریل
kawandar,کواندر
yaksa,یکسا
dastanun,داستانُن
comfort,کمفرٹ
vamaan,ومان
paristaron,پرستاروں
daanas,دانس
khudsharmandgi,خودشرمندگی
ejocationterst,ایجوکیشنٹرسٹ
chamkat,چمکات
kenuj,قنوٗج
ekhres,ٲخرس
ruum,روٗم
yimev,یِمَو
khotun,خوتون
nakiyatan,نکیتن
advarkhal,ادوارکھل
pankhediyon,پنکھڑیوں
kaalang,کالنگ
tanhayi,تنہٲیی
heqikat,حقیٖقت
aphsaraan,افسران
garaar,غرار
amoniyam,امونیم
riayatuk,رعایتُک
naslan,نسلن
labya,لبیا
kakamsan,کاکمسن
abyar,آبیار
muqsadarsalat,مقصدرسالت
mehri,مہری
govmeyl,گۄومیٚل
brosher,بروشر
karpehenchet,کرپہنچت
ghantal,گھنٹال
sanvedhan,سنویدھان
mesopotimia,میسوپوٹیمیا
panjaw,پنجو
agnee,اگنی
herowas,ہیروۂس
shaknetla,شکنتلا
momniyan,مومنین
manhar,منہر
zaath,زِاَتھ
munfirduktab,منفردکتاب
davarkhol,دوارکھول
compozting,کمپوزٹنگ
kaanaak,کاناک
rectremultary,ریکٹرملٹری
maazi,ماضی
sethris,سٔتھرِس
astaanas,اَستانَس
expert,ایکسپرٹ
bichta,بچتا
sagnemets,سگنٲومٕژ
ekhlaqas,ایٚخلاقَس
sanjide,سنجیٖدٕ
bharkarlotan,بھرکرلوٹن
pardhav,پردھاو
dhonas,دھونس
mazkurko,مذکورکو
nonuy,نوٚنُے
munefiqi,منافقی
hokhun,ہۄکھن
tharna,ٹھرنا
ankloji,انکلوجی
bow,بو
halkaan,ہلکان
saltenets,سَلطنٔژ
diyanitdarokamiyab,دیانتداروکامیاب
raazi,رازٕ
imdadbahmi,امدادباہمی
basriya,بصریہ
jegeerdaaran,جاگیٖردارن
govuy,گۄویِہ
ilhemi,اِلہٲمی
parmumb,پرممب
leyb,لٔبۍ
tanqiduk,تنقیدُک
wafdesmiyat,وفدسمیت
jawardwadab,جواردوادب
karpesh,کرپیش
etirafi,اعترافی
tehkikkaar,تحقیٖقکار
farosh,فروش
karoshan,کاروشن
nafnas,نفنَس
batsh,بژھ
desti,دستی
kashmiravarmasalmanon,کشمیراورمسلمانوں
salehiyat,صلٲحیتھ
gornarban,گورنربن
hainawraas,ہیںاوراس
mehkikew,محقِقَو
persiyasi,پرسیاسی
tsolus,ژوٚلُس
mubkam,مبکم
santriyon,سنتریوں
lakhahvah,لکھاہواہ
tarkiyas,ترکیس
yolojast,یولوجسٹ
waftan,وفتن
dharmand,دھرمنڈ
dispencery,ڈسپینسری
kilsan,کلسن
ladru,لدرو
aursalem,اورسلیم
klarkas,کلارکس
instraktaras,انسٹرکٹرس
nyebrim,نٮ۪برِم
naumed,ناوۄمید
aliraq,العراق
boya,بویا
naryo,نَرٮ۪و
malzem,ملزم
tehvil,تحویل
soznai,سوٗزنے
navravni,نوٚوراونہٕ
raavi,راوی
leckersernikot,لیکرسرنکوٹ
mirmazfer,میرمظفر
pelish,پٲلِش
aztam,ازتام
guloj,گلوج
inzamiya,انظامیہ
maarkiyat,مارکیت
manawne,مناونہٕ
daraa,دارا
abujehal,ابوجہل
valrazvan,والرضوان
gadol,گڈول
amoras,امورس
raatghar,راتگھر
lekrantkhabi,لیکرانتخابی
docomentary,ڈاکومنٹری
easith,ٲسِتھ
lakam,لاکم
dray,درٛایہِ
ibshaar,ابشار
bakshaan,بخشان
exploring,ایکسپلورنگ
cholha,چولہا
khawaha,خواہا
kaparzor,کاپرزور
kosfari,کوسفری
dhankat,دھنکت
yeku,یٛکُ
ijaad,ایجاد
kotan,کوٹن
goshist,گوشست
paren,پرن
talith,تھٔلِتھ
karobarkaran,کاروبارکرن
aenke,ٲنکہٕ
chhalka,چھلکا
ozko,اوزکو
hyor,ہیوٚر
shahosh,شاہوش
aesh,عٲش
naagal,ناگل
kemeyn,کیٚمٮ۪ن
khayah,کھایاہ
kartarsangh,کرتارسنگھ
magreham,مگرہم
rehberko,رہبرکو
vedeenar,ودینار
vasend,وسند
travling,ٹراولنگ
myanyew,میانٮ۪و
ajnebiyat,اجنبیت
barpur,برپوٗر
tazindegi,تازندگی
osne,اوسنہٕ
anba,انبا
aksarav,اکثرو
naqadatas,نقادتَس
ghandraat,گھنڈرات
cultureki,کلچرکی
scotas,سکوٹس
petsh,پَژِھ
preznewith,پرزٕنٲوِتھ
nargasam,نرگسم
kharog,کھروگ
jiskow,جسکو
bagalgeer,بغلگیر
paavi,پٲوۍ
hindustanas,ہندوستانَس
keefets,کیفٔژ
panerev,پنیرو
larof,لاروف
lazmiyat,لازمیت
aabdo,آبدو
yadgan,یادگان
chhuni,چُھنہٕ
janazgah,جنازگاہ
vamkaar,ومکار
mulaqat,مُلاقات
serif,صرِف
tsey,ژٕے
chok,چوک
darbaad,درباد
votyovne,وۄتلیونہٕ
asooles,اصولس
mutmeni,متمنی
bayen,بایَن
gunwanachahat,گنواناچاہت
kojlan,کوجلن
navjavanan,نوجوانن
hisher,ہِشر
electrification,الیکٹرفکیشن
aaward,آورد
qarbala,کربلا
mangh,منگھ
sensiyaver,سنسیاور
mustaqir,مستقر
tajarat,تجارت
betas,بٲتَس
daftarpanj,دفترپنج
losaar,لوسار
aanas,آنس
adcocat,ایڈکوکیٹ
shaader,شادر
shaarech,شعرٕچ
doshweni,دۄشۄنی
payep,پایپ
asnapakistan,اثناپاکستان
keteyn,کٔتٮ۪ن
baadshaahas,بادشاہَس
challengers,چیلنجرس
aweh,اَوٕہ
diyatil,دیاتل
aethaw,ٲٹھو
ryetan,رٮ۪تَن
teromala,تیرومالا
amorgosh,امورگوش
ghaneri,گھنیری
ladhakg,لڑھکگ
zemin,زمیٖن
wamanqabat,ومنقبت
awtar,اوتار
shiren,شیریں
vazaratdar,وزارتدار
headquartrawadhampor,ہیڈکوارٹراودھمپور
zamanek,زمانٕکۍ
rudmeyt,روٗدۍمٕتۍ
dulheeri,دلہیری
jawaebi,جوٲبی
mirzaassadulllah,مٮ۪رزااسداللہ
almaghni,المغنی
nakalat,نکالت
wajraat,وجرات
iryah,ایریاہ
relnuk,رلنک
ketsa,کٲژاہ
muqadas,مُقدسؐ
bharsakta,بھرسکتا
sonchne,سونٛچنہٕ
dorkiyaja,دورکیاجا
panjetan,پنجتن
maqvi,مقوی
zool,زوٚل
kaapa,کاپا
rev,رٮ۪و
prets,پرژھ
tanheyi,تنہای
tihinz,تٔہنِز
panini,پَننٛہِ
shaaro,شعرو
ardehym,اردٲہمہ
modelez,ماڈلز
andremen,أندرِمٮ۪ن
sheerdal,شیردل
riyahi,ریاحی
gathya,گٹھیا
qirdaar,کردار
khayaalan,خیالَن
aeys,اسۍ
khaamas,خامس
parished,پرشد
indorvaal,انڈوروال
mandawa,منڈاوا
processed,پروسیسڈ
kawabhar,کوابھار
pekith,پٔکِتھ
kamzury,کمزوٗرۍ
janobas,جنوبس
trowmut,ترٛوومُت
azwadi,آزوادی
aakhran,آخرن
tog,توٚگ
almaslim,المسلم
raslee,رسلی
leykh,لیکھۍ
wedewenen,وڈٕوٕنٮ۪ن
abdulbari,عبدالباری
patamber,پتمبر
shayaal,شیال
nishanat,نشانت
terith,تٔرِتھ
thokh,تھوکھ
tsuurmis,ژوٗرمِس
doshwy,دۄشَؤے
maanen,مانٕنۍ
dohraat,دہرات
taaze,تازٕہ
makaniyat,مکانیت
irshadko,ارشادکو
pehlon,پہلوں
qesas,قٕصَس
employment,ایمپلایمنٹ
oryoga,اوریوگا
lakrapan,لاکراپن
meyt,مٕتۍ
toath,ٹوٹھ
nasbataabehat,نسبتابہت
parmastezadiya,پرمستزادیہ
treash,ترٛیش
miratarif,میراتعارف
nawi,ناوٕ
aziyateen,اذیتین
liftentant,لفٹنٹنٹ
pakdol,پاکڈول
barsaban,برسبن
kusheshen,کوٗشِشن
alwajabaat,الوجبات
hadso,حادثو
lekritmam,لیکرتمام
maqbaras,مقبرس
baraqas,برعکس
sarhindi,سرہندی
rosiyon,روسیوں
natsaan,نژان
registerlago,رجسٹرلاگو
hathyarbanaal,ہتھیاربنال
neora,نیورا
orbakri,اوربکری
itifaqas,اتفاقس
muswade,مسودٕ
reunuclection,ریونیوکلیکشن
mazeh,مزٕ
baetas,بٲتَس
mojoodgee,موجودگی
yedaloji,یڈالوجی
afsanchi,اَفسانچہِ
sinfuk,صِنفُک
koseh,کۄسہٕ
waqtiq,وقتِکۍ
bazras,بازرس
cardilerabhi,کارڈیلربھی
narsing,نرسنگ
hyekun,ہٮ۪کون
rivaayate,روایتہٕ
gogna,گوگنا
kobehterkeran,کوبہترکرن
jamkesh,جمکیش
yogoslavi,یوگوسلاوی
zabnan,زبنان
poloshan,پولوشن
pei,پَے
tamkero,تمکرو
muajaz,معجز
denishwaran,دٲنشورن
jadugri,جادوگری
sivayi,سیوایہِ
kohaan,کوہان
riserkari,رسرکاری
karnan,کرنن
saather,ساتھر
chaaloo,چالو
raztalim,رازتعلیم
khyote,کھوتہٕ
naros,نروس
thov,تھوو
mashoqas,معشوقس
idakarak,اداکارک
ihtiramas,ایحٚترامَس
mashoq,ماشوق
hadas,حدس
namoreshakhsiyat,نامورشخصیت
nishton,نشتوں
kanrak,کنرک
transfiyotsan,ٹرانسفیوژن
ahadbandehein,عہدبندہیں
bandrekhaja,بندرکھاجا
mistertikiyat,مسٹرٹکیت
chaak,چاک
dyekhtsar,دٮ۪کھژار
yemiuk,یٚیمُیک
wathrovun,وۄتھرووُن
seree,سٲری
katna,کتنا
namurad,نامُراد
ghon,گھون
ikhlekee,اِخلٲقی
mahashivaratri,مہاشیوراتری
sadras,سدرس
nasazhog,ناسازہوگ
watnawnech,واتناونچٕ
yadastavizat,یادستاویزات
waqtas,وقتَس
vetmiyt,وٲتۍمتٕۍ
kafretem,کفرتم
andubala,اندوبالا
krishnan,کرشنن
jhagdapiyas,جھگڑاپیس
arduldakh,اردولداخ
khotsnawne,کھوژناونہٕ
aqeedas,عقیٖدِس
talamz,تلمذ
omesh,اومیش
jadujehdas,جدوجہدس
kohraas,کوہراس
anaat,انات
kavavarziyadah,کواورزیادہ
vakhobsurat,وخوبصورت
zeruuri,ضروٗری
adaalteki,عدالتکِہ
lamen,لمن
shahraton,شہرتوں
kehlasakta,کہلاسکتا
maveshio,مویشیو
kamlahiras,کملاہیرس
lakhaw,لکھو
khatlafat,ختلافات
khandaras,کھاندرس
nazmay,نظمٕے
peravne,پٲراونہٕ
guzarnas,گذرنس
fasahat,فصاحت
patey,پَتے
halpras,ہلپرس
giriftarkiyagiyatha,گرفتارکیاگیاتھا
dakhaya,دکھایا
lecodity,لیکوڈیٹی
kemnoti,کیمنوٹی
wond,وۄنٕد
zanti,زنتہِ
kospard,کوسپرد
afsaad,افساد
alapna,الاپنا
dawaan,دَوان
mukhtelif,مُختلِف
agerey,اَگَرے
anum,اوٚنُم
kyahosketi,کیاہوسکتی
tamandi,تمندی
mericom,میریکوم
imtikhan,امتخان
istimalan,استعمالن
savah,سواہ
arderz,آرڈرز
zaam,زام
kojaldaz,کوجلداز
vafesaad,وفساد
mandrek,مندرک
yory,یورَے
khariji,خٲرجہِ
tremis,تریٚیِمِس
secularhindostan,سیکولرہندوستان
corporatorzek,کارپوریٹرزک
seritable,سیریٹیبل
bhadat,بھڑت
tewseref,توصرف
ghanghriyal,گھنگھریال
lisaniyatuk,لسانیاتُک
lekhnekis,لیکھنٕکِس
khareb,خرب
takraya,ٹکرایا
rathran,راتھرن
makarba,مکربا
pardegi,پردگی
boardka,بورڈکا
rafroog,رفروغ
gorkee,گورکی
bajel,بجل
vamensib,ومنصب
gelyen,غٲلٮ۪ن
abdulmanir,عبدالمنیر
namazas,نمازس
aljehal,الجہل
portalzas,پورٹلزس
buldeglocoz,بلڈگلوکوز
kojas,کوجس
dokhel,دۄکھل
voth,وۄٹھ
khyeni,کیہنٛہہ
samaah,سماح
chapaak,چھپاک
sharandhalo,شرندھالو
aasih,اَسِہ
ilshaam,الشام
nuskhi,نُسخہٕ
vakhof,وخوف
bakhtiyarpursab,بختیارپورسب
ajeb,عجب
zuala,زولا
marwana,مروانا
kishtewadpi,کشتواڑپی
havah,ہواہ
khaskan,کھسکن
shoab,شعب
groram,گرورام
bakhshishon,بخششوں
imkaar,امکار
tavanhon,توانہوں
charbarason,چاربرسوں
paninis,پننس
lataluki,لاتعلقی
kawawlampak,کواولمپک
khaap,کھاپ
kohremumkin,کوہرممکن
khanst,کھانست
bakhta,بختا
taruph,تعارف
dhela,ڈھیلا
masnewi,مثنوی
mojudruhangiyapnah,موجودروہنگیاپناہ
pulatas,پُلاٹَس
behtareen,بیٚہتریٖن
gurbat,غربتھ
milnevit,مِلنٲوِتھ
aasinee,آسٕنۍ
vucho,وُچھُو
vusvaeri,وُسوٲری
almukhtasir,المختصر
moqe,موقعہٕ
maakan,ماکن
agalna,اگلنا
narazgi,ناراضگی
kraspital,کراسپتال
barhampater,برہمپتر
kapresas,کپریسس
adyen,اڈیٚن
sakam,سکم
ganduha,گندوہا
ralnuk,رلنک
miranisahib,میرانصاحب
nuq,نُک
khanchwan,کھنچوان
adhiveshan,ادھیویشن
yoski,یوسکی
kolpar,کولپر
mavadas,موادس
mardarkagosht,مردارکاگوشت
ranam,رنم
wetshei,وٮ۪ژھے
zarurti,ضوٚروٗرتہٕ
lolga,لولگا
behterkarliya,بہترکرلیا
taelib,طٲلبِ
beshtergili,بیشترگلی
sazsha,سازشاہ
parmiyat,پرمیت
darazi,درازی
thaasab,تھاسب
chinchla,چنچلا
shahravas,شہراوس
ferozbakht,فیروزبخت
tawajehi,توجہی
mojudgi,موٗجوٗدگی
fichmetse,پھُچمژٕ
vardi,وردِیہِ
aakran,آکرن
rahmatuk,رحمُتک
ishtiraeki,اشترٲکی
doshwani,دوٚشوٕنۍ
theatras,تھیٹرس
varsova,ورسووا
khaash,خاش
falmayagiya,فلمایاگیا
parkod,پرکوڑ
nibatat,نباتات
mukhtasartaasraat,مختصرتاثرات
barholyavi,برہولیاوی
dasembersan,دسمبرسن
istade,اِستادٕ
shyesh,شیش
laban,لَبان
ashqesh,عشقٕچ
pelzdemocratic,پیلزڈیموکریٹک
dinich,دِنچٕ
buarat,بورت
swaminathan,سوامیناتھن
nameegal,نامیگل
khale,کھلہٕ
mentiong,مینشنگ
khamiron,خمیروں
sadarporpi,صدرپورپی
laphzas,لفظس
teleemi,تٲلیٖمی
selector,سلیکٹر
thamri,تھمری
jhapat,جھپٹ
kabhaar,کبھار
sochei,سۄچھٚے
yepor,یپور
yodwei,یوٚدَوَے
chaargi,چارگی
waraq,ورق
kashkartokbhi,کاشکارتوکبھی
chhalnav,چھلناو
teqebil,تقابل
jekerz,جیکرز
sagnewmets,سگنٲومٕژ
vatashdid,وتشدد
ikhtilaaf,اِختِلاف
almafard,المفرد
kavaksati,کواکساتی
afsaniki,اَفسانٕکہِ
bathana,بٹھانا
planvala,پلانوالا
alwund,الوند
koathen,کۄٹھٮ۪ن
orpatvariyon,اورپٹواریوں
islaemi,اسلٲمی
wotlavne,وۄتلاونہِ
hotelas,ہوٹلس
jaladiya,جلادیا
majruh,مجروٗح
zarara,ضرارا
heramandi,ہیرامنڈی
andremen,أندریُم
zevaan,زٮ۪وان
bewtse,باؤژ
yeloji,یلوجی
myojiyat,میوجیت
jazar,جزر
masrufiyat,مصروفیت
nezre,نزرٕ
bandhtah,باندھتاہ
kyazi,کیاز
karok,کروک
jadeedat,جدیدت
kehlat,کہلات
parneh,پرنہٕ
bagotra,بگوترا
sarkarka,سرکارکا
wargabat,ورغبت
istimariyat,استعماریت
dakbanglo,ڈاکبنگلو
vopdaavne,وۄپداونہٕ
parjatenitrek,پرجاتنترک
dite,دتہٕ
doshwei,دۄشوے
nehladiya,نہلادیا
qabrek,قبرک
jurte,جُرتہٕ
pegambar,پیغمبر
walhaj,والحج
falvaras,فالورس
parbhaw,پربھاو
kanyen,کانٮ۪ن
shararath,شرارتھ
zeviul,زٲویُل
jayih,جایِہ
politicanak,پالیٹیکنک
jalaal,جلال
ghaad,گھاڑ
wetrawun,وٮ۪تراوُن
officerdistruct,آفیسرڈسٹرکٹ
subehaan,سُبحان
bazebti,باضٲبطہٕ
tasavrehkamranon,تصورحکمرانوں
makaneyk,مکانٕکۍ
tankhwa,تنخواہ
dotaa,دوتا
patey,پَتَے
kharana,کھرانا
yaeri,یٲری
muaqas,موقس
kawzan,کاوزن
wotlaawne,وۄتلاونہ
ishaaton,اشاعتوں
kashaf,کشف
nafazeki,نفاذکی
shavalak,شوالک
rawaan,راوان
hubi,حُبّی
myethlesh,میتھلیش
preterz,پریٹرز
vechhit,وچھِتھ
alshahar,الشہر
vanaw,ونَو
tamashga,تماشگاہ
deiras,ڈیرس
hamsher,ہمشیرٕ
safarsalamat,سفرسلامت
hurrawan,ہُرراوان
jebruk,جبرُک
haweyk,ہاوٕکۍ
orken,اورکن
farmas,فارمَس
amorka,امورکا
lachargi,لاچارگی
yiheynd,یِہندۍ
baharkardiyaja,باہرکردیاجا
graayi,گرایِہ
tshenyn,ژھٕننۍ
kades,قدس
hethyarik,ۂتھۍیارٕکۍ
prashan,پراشن
qayoma,قیوما
talaashas,تلاشس
vetshnavnik,وٮ۪ژھناونٕکۍ
salekha,سلیکھا
kamukamal,کامکمل
bertsar,بٔرژر
tajawaz,تجاوز
hiw,ہوۍ
aamit,آمٕتۍ
kavaath,کواتھ
phasaan,پھَسان
pojat,پوجات
fanflavan,پھانپھلاوان
zoor,زور
tehriki,تحریٖکِہ
johreka,جوہرکا
foat,فوت
darsecritory,ڈارسیکرٹری
lole,لولہٕ
tavay,تَوَے
bederi,بیدٲری
kachhva,کچھوا
tsamaan,ژَمان
aayokat,آیوکت
banaawneh,بَناونہٕ
metroz,میٹروز
shahardihaat,شہردیہات
balemom,بالعموم
tsaer,ژٲر
hayate,حیاتہٕ
ditus,دِتُس
jaladiyaja,جلادیاجا
ganjho,گنجھو
ardusahatiya,اردوساہتیہ
sanambha,سنمبھا
laathar,لاتھر
sanayatha,سنایاتھا
hamkinarkrit,ہمکنارکرت
waseil,وسیل
rashas,راشس
farmanbardarferzand,فرمانبردارفرزند
yemich,ییٚمِچ
kankal,کنکل
kledhar,کلیدھر
soanchas,سونٛچَس
mohammadmakhna,محمدمکھنا
saeedi,سعیدی
majlaat,مجلات
bartser,بٔرژر
kavaranta,کوارنٹا
ehmedesahib,احمدصاحب
lafzew,لفطَو
bathal,بٹھل
ahadwa,عہدوا
akaar,اکار
alaalam,العالم
sethhei,سٮ۪ٹھےٕ
akya,اکیا
tshatne,ژھٹنہٕ
waamat,وامت
parzanevith,پرزٕنٲوِتھ
darbaaryen,دربارٮ۪ن
chlometeran,کلومیٹرن
masaley,مثالے
baasyomut,باسیومُت
sharist,شرست
tringis,ترنگس
mutusleen,متوسلین
woni,وۄنۍ
maanpori,مانپوری
haarta,ہارتا
mewe,مٮ۪وٕ
goadeh,گۄڈٕہ
hainavarpoliyas,ہیںاورپولیس
washarmandah,وشرمندہ
pritshun,پرٛژُھُن
kamleshe,کملیشہ
mandjemhuriyat,مندجمہوریت
achaad,اچھاڑ
ebadgahon,عبادگاہوں
diyamerza,دیامرزا
shakerqandi,شکرقندی
agahiyon,آگاہیوں
shakhsiyatas,شخصیتس
pehil,پٔہلۍ
weniji,وٲنِجہ
treyim,تریٚیِم
fampliomut,پھانپلیومُت
saniskaar,سنسکار
altifat,الطفات
akameti,عکامتی
masafartransporteron,مسافرٹرانسپورٹروں
mahareji,مہارٲجی
parkerona,پرکرونا
baharo,بہارو
vakhamosh,وخاموش
sindis,سٕندس
rowaan,رووان
wehrith,ؤہرِتھ
pokhar,پۄکھر
wardaan,وردان
tarkasi,ترکسی
gaente,گٲنٛٹہٕ
wagaere,وغٲرٕ
anyne,أنۍنَے
kiny,کِنۍ
parjamhuriyat,پرجمہوریت
sindakan,سنداکن
memberhaj,ممبرحج
darulaman,دارالامن
adakriskit,اداکرسکت
tsaren,ژارٕن
romaan,رومان
permexico,پرمیکسیکو
dankuri,دنکوری
yolojkas,یولوجکس
sehtemandzendgion,صحتمندزندگیوں
kamlakut,کملاکوٹ
apnamazmom,اپنامذموم
academies,اکیڈمیز
andholan,اندھولن
nigahon,نگاہوں
azle,ازلہٕ
weyr,ؤرۍ
behkaya,بہکایا
klasiyas,کلاسیس
afsaraan,افسران
womed,وۄمیدوار
kyuthui,کُیٛتُھے
conservatoras,کنزرویٹرس
dastene,داستٲنی
kajilwas,کاجلوس
shidaat,شدات
jehak,جہک
ladprotection,لڈپروٹیکشن
haas,ہاس
khudgarzi,خۄدغرضی
liukh,لیوٗکھ
sadardefter,صدردفتر
kereyn,کَرٕنۍ
yaaras,یارس
girjat,گرجات
genzraan,گٔنزران
karwani,کاروانِ
thode,تھوٚد
laer,لٲرۍ
palhalan,پلہالن
tihem,تہم
jaganahoga,جگاناہوگا
ekhleqi,ایٚخلٲقی
hethyareyk,ۂتھۍیارٕکۍ
astilahas,اصطلاحس
imtenan,امتنان
dilwah,دلواہ
vankaat,ونکات
karjamhooriyat,کرجمہوریت
asih,اَسہِ
edremyan,أندریُم
tashrihi,تشریحی
behdan,بہدن
dangas,ڈنگس
weatith,وٲتِتھ
wayadgaar,ویادگار
zameeni,زمیٖنی
hosaktajas,ہوسکتاجس
bachelor,بیچلر
kamlesha,کملیشا
tarqeeb,ترکیٖب
vaare,وارٕ
dani,دٲنِہ
bajaayi,بجایہِ
achaalon,اچھالوں
khadshon,خدشوں
valagar,ولاگر
holstek,ہولسٹک
khaw,کھاو
ramtaluqeen,رمتعلقین
paramedical,پارامیڈیکل
berol,بیرول
karnarz,کارنرز
janas,جانَس
femenzam,فیمنزم
karwapa,کرواپا
istiaruk,استعارُک
manzgam,منزگام
dakhe,ڈکھٕ
balandashehri,بلندشہری
tewajiyas,توجیس
rasul,رسوُل
lojpa,لوجپا
satoon,سطوون
stracture,سٹریکچر
rozgarath,روزگارتھ
salkot,سلکوٹ
bargi,برگی
